date,value,agency,anomaly
2022-07-20,249,AAA,1
2022-07-21,152,BBB,1
2022-07-21,305,CCC,1
2022-07-21,248,AAA,1
2022-07-22,286,CCC,0
2022-07-22,129,BBB,0
2022-07-22,227,AAA,0
2022-07-23,283,CCC,0
2022-07-23,130,BBB,0
2022-07-23,228,AAA,0
2022-07-24,131,BBB,0
2022-07-24,291,CCC,0
2022-07-24,227,AAA,0
2022-07-25,222,AAA,0
2022-07-25,128,BBB,0
2022-07-25,286,CCC,0
2022-07-26,226,AAA,0
2022-07-26,288,CCC,0
2022-07-26,129,BBB,0
2022-07-27,205,AAA,1
2022-07-27,264,CCC,1
2022-07-27,110,BBB,1
2022-07-28,136,BBB,1
2022-07-28,238,AAA,1
2022-07-28,300,CCC,1
2022-07-29,139,BBB,1
2022-07-29,289,CCC,1
2022-07-29,234,AAA,1
2022-07-30,224,AAA,0
2022-07-30,124,BBB,0
2022-07-30,285,CCC,0
2022-07-31,224,AAA,0
2022-07-31,281,CCC,0
2022-07-31,122,BBB,0
2022-08-01,218,AAA,0
2022-08-01,276,CCC,0
2022-08-01,118,BBB,0
2022-08-02,209,AAA,1
2022-08-02,108,BBB,1
2022-08-02,260,CCC,1
2022-08-03,234,AAA,1
2022-08-03,296,CCC,1
2022-08-03,139,BBB,1
2022-08-04,187,AAA,1
2022-08-04,245,CCC,1
2022-08-04,86,BBB,1
2022-08-05,224,AAA,0
2022-08-05,123,BBB,0
2022-08-05,277,CCC,0
2022-08-06,126,BBB,0
2022-08-06,278,CCC,0
2022-08-06,218,AAA,0
2022-08-07,284,CCC,1
2022-08-07,226,AAA,1
2022-08-07,131,BBB,1
2022-08-08,275,CCC,0
2022-08-08,212,AAA,0
2022-08-08,122,BBB,0
2022-08-09,217,AAA,0
2022-08-09,122,BBB,0
2022-08-09,277,CCC,0
2022-08-10,268,CCC,0
2022-08-10,215,AAA,0
2022-08-10,119,BBB,0
2022-08-11,272,CCC,0
2022-08-11,219,AAA,0
2022-08-11,118,BBB,0
2022-08-12,121,BBB,0
2022-08-12,273,CCC,0
2022-08-12,214,AAA,0
2022-08-13,117,BBB,0
2022-08-13,269,CCC,0
2022-08-13,211,AAA,0
2022-08-14,271,CCC,0
2022-08-14,209,AAA,0
2022-08-14,116,BBB,0
2022-08-15,254,CCC,1
2022-08-15,106,BBB,1
2022-08-15,201,AAA,1
2022-08-16,197,AAA,1
2022-08-16,256,CCC,1
2022-08-16,100,BBB,1
2022-08-17,126,BBB,1
2022-08-17,279,CCC,1
2022-08-17,228,AAA,1
2022-08-18,195,AAA,1
2022-08-18,247,CCC,1
2022-08-18,91,BBB,1
2022-08-19,268,CCC,0
2022-08-19,111,BBB,0
2022-08-19,210,AAA,0
2022-08-20,111,BBB,0
2022-08-20,260,CCC,0
2022-08-20,212,AAA,0
2022-08-21,110,BBB,0
2022-08-21,262,CCC,0
2022-08-21,215,AAA,0
2022-08-22,205,AAA,0
2022-08-22,267,CCC,0
2022-08-22,113,BBB,0
2022-08-23,107,BBB,0
2022-08-23,207,AAA,0
2022-08-23,263,CCC,0
2022-08-24,214,AAA,0
2022-08-24,261,CCC,0
2022-08-24,114,BBB,0
2022-08-25,244,CCC,1
2022-08-25,83,BBB,1
2022-08-25,185,AAA,1
2022-08-26,198,AAA,1
2022-08-26,248,CCC,1
2022-08-26,99,BBB,1
2022-08-27,177,AAA,1
2022-08-27,225,CCC,1
2022-08-27,78,BBB,1
2022-08-28,260,CCC,0
2022-08-28,110,BBB,0
2022-08-28,206,AAA,0
2022-08-29,111,BBB,0
2022-08-29,260,CCC,0
2022-08-29,208,AAA,0
2022-08-30,92,BBB,1
2022-08-30,191,AAA,1
2022-08-30,243,CCC,1
2022-08-31,210,AAA,0
2022-08-31,258,CCC,0
2022-08-31,110,BBB,0
2022-09-01,76,BBB,1
2022-09-01,175,AAA,1
2022-09-01,235,CCC,1
2022-09-02,104,BBB,0
2022-09-02,201,AAA,0
2022-09-02,258,CCC,0
2022-09-03,207,AAA,0
2022-09-03,254,CCC,0
2022-09-03,111,BBB,0
2022-09-04,254,CCC,1
2022-09-04,102,BBB,1
2022-09-04,203,AAA,1
2022-09-05,107,BBB,0
2022-09-05,204,AAA,0
2022-09-05,250,CCC,0
2022-09-06,261,CCC,0
2022-09-06,203,AAA,0
2022-09-06,105,BBB,0
2022-09-07,252,CCC,0
2022-09-07,106,BBB,0
2022-09-07,201,AAA,0
2022-09-08,256,CCC,0
2022-09-08,200,AAA,0
2022-09-08,97,BBB,0
2022-09-09,206,AAA,1
2022-09-09,110,BBB,1
2022-09-09,261,CCC,1
2022-09-10,222,CCC,1
2022-09-10,173,AAA,1
2022-09-10,73,BBB,1
2022-09-11,182,AAA,1
2022-09-11,86,BBB,1
2022-09-11,239,CCC,1
2022-09-12,260,CCC,0
2022-09-12,197,AAA,0
2022-09-12,100,BBB,0
2022-09-13,192,AAA,1
2022-09-13,97,BBB,1
2022-09-13,243,CCC,1
2022-09-14,111,BBB,1
2022-09-14,213,AAA,1
2022-09-14,268,CCC,1
2022-09-15,250,CCC,0
2022-09-15,202,AAA,0
2022-09-15,100,BBB,0
2022-09-16,244,CCC,1
2022-09-16,189,AAA,1
2022-09-16,84,BBB,1
2022-09-17,256,CCC,0
2022-09-17,98,BBB,0
2022-09-17,206,AAA,0
2022-09-18,265,CCC,1
2022-09-18,207,AAA,1
2022-09-18,111,BBB,1
2022-09-19,122,BBB,1
2022-09-19,263,CCC,1
2022-09-19,219,AAA,1
2022-09-20,269,CCC,1
2022-09-20,222,AAA,1
2022-09-20,120,BBB,1
2022-09-21,201,AAA,0
2022-09-21,96,BBB,0
2022-09-21,249,CCC,0
2022-09-22,206,AAA,1
2022-09-22,101,BBB,1
2022-09-22,256,CCC,1
2022-09-23,212,AAA,1
2022-09-23,268,CCC,1
2022-09-23,116,BBB,1
2022-09-24,98,BBB,0
2022-09-24,245,CCC,0
2022-09-24,200,AAA,0
2022-09-25,251,CCC,0
2022-09-25,194,AAA,0
2022-09-25,98,BBB,0
2022-09-26,114,BBB,1
2022-09-26,208,AAA,1
2022-09-26,263,CCC,1
2022-09-27,119,BBB,1
2022-09-27,217,AAA,1
2022-09-27,267,CCC,1
2022-09-28,99,BBB,0
2022-09-28,201,AAA,0
2022-09-28,251,CCC,0
2022-09-29,201,AAA,0
2022-09-29,100,BBB,0
2022-09-29,251,CCC,0
2022-09-30,104,BBB,0
2022-09-30,248,CCC,0
2022-09-30,196,AAA,0
2022-10-01,120,BBB,1
2022-10-01,272,CCC,1
2022-10-01,216,AAA,1
2022-10-02,195,AAA,0
2022-10-02,247,CCC,0
2022-10-02,93,BBB,0
2022-10-03,117,BBB,1
2022-10-03,223,AAA,1
2022-10-03,272,CCC,1
2022-10-04,203,AAA,0
2022-10-04,249,CCC,0
2022-10-04,99,BBB,0
2022-10-05,185,AAA,1
2022-10-05,231,CCC,1
2022-10-05,85,BBB,1
2022-10-06,96,BBB,0
2022-10-06,248,CCC,0
2022-10-06,205,AAA,0
2022-10-07,106,BBB,1
2022-10-07,251,CCC,1
2022-10-07,212,AAA,1
2022-10-08,248,CCC,0
2022-10-08,197,AAA,0
2022-10-08,100,BBB,0
2022-10-09,257,CCC,1
2022-10-09,115,BBB,1
2022-10-09,211,AAA,1
2022-10-10,203,AAA,0
2022-10-10,250,CCC,0
2022-10-10,97,BBB,0
2022-10-11,193,AAA,0
2022-10-11,101,BBB,0
2022-10-11,252,CCC,0
2022-10-12,185,AAA,1
2022-10-12,235,CCC,1
2022-10-12,90,BBB,1
2022-10-13,204,AAA,0
2022-10-13,103,BBB,0
2022-10-13,247,CCC,0
2022-10-14,217,AAA,1
2022-10-14,264,CCC,1
2022-10-14,119,BBB,1
2022-10-15,250,CCC,0
2022-10-15,204,AAA,0
2022-10-15,100,BBB,0
2022-10-16,209,AAA,1
2022-10-16,115,BBB,1
2022-10-16,263,CCC,1
2022-10-17,234,CCC,1
2022-10-17,81,BBB,1
2022-10-17,183,AAA,1
2022-10-18,104,BBB,0
2022-10-18,201,AAA,0
2022-10-18,251,CCC,0
2022-10-19,104,BBB,0
2022-10-19,250,CCC,0
2022-10-19,202,AAA,0
2022-10-20,100,BBB,0
2022-10-20,201,AAA,0
2022-10-20,250,CCC,0
2022-10-21,108,BBB,0
2022-10-21,209,AAA,0
2022-10-21,249,CCC,0
2022-10-22,106,BBB,0
2022-10-22,250,CCC,0
2022-10-22,204,AAA,0
2022-10-23,205,AAA,0
2022-10-23,101,BBB,0
2022-10-23,253,CCC,0
2022-10-24,211,AAA,0
2022-10-24,249,CCC,0
2022-10-24,102,BBB,0
2022-10-25,202,AAA,0
2022-10-25,252,CCC,0
2022-10-25,103,BBB,0
2022-10-26,203,AAA,1
2022-10-26,104,BBB,1
2022-10-26,248,CCC,1
2022-10-27,102,BBB,0
2022-10-27,204,AAA,0
2022-10-27,257,CCC,0
2022-10-28,204,AAA,0
2022-10-28,253,CCC,0
2022-10-28,103,BBB,0
2022-10-29,108,BBB,0
2022-10-29,208,AAA,0
2022-10-29,253,CCC,0
2022-10-30,207,AAA,0
2022-10-30,250,CCC,0
2022-10-30,107,BBB,0
2022-10-31,257,CCC,0
2022-10-31,214,AAA,0
2022-10-31,100,BBB,0
2022-11-01,255,CCC,0
2022-11-01,214,AAA,0
2022-11-01,109,BBB,0
2022-11-02,225,AAA,1
2022-11-02,275,CCC,1
2022-11-02,120,BBB,1
2022-11-03,106,BBB,0
2022-11-03,253,CCC,0
2022-11-03,205,AAA,0
2022-11-04,271,CCC,1
2022-11-04,226,AAA,1
2022-11-04,124,BBB,1
2022-11-05,131,BBB,1
2022-11-05,238,AAA,1
2022-11-05,274,CCC,1
2022-11-06,60,BBB,1
2022-11-06,161,AAA,1
2022-11-06,213,CCC,1
2022-11-07,256,CCC,0
2022-11-07,106,BBB,0
2022-11-07,216,AAA,0
2022-11-08,214,AAA,0
2022-11-08,261,CCC,0
2022-11-08,111,BBB,0
2022-11-09,106,BBB,0
2022-11-09,255,CCC,0
2022-11-09,209,AAA,0
2022-11-10,126,BBB,1
2022-11-10,275,CCC,1
2022-11-10,228,AAA,1
2022-11-11,260,CCC,0
2022-11-11,212,AAA,0
2022-11-11,114,BBB,0
2022-11-12,212,AAA,0
2022-11-12,113,BBB,0
2022-11-12,259,CCC,0
2022-11-13,212,AAA,0
2022-11-13,109,BBB,0
2022-11-13,257,CCC,0
2022-11-14,214,AAA,0
2022-11-14,257,CCC,0
2022-11-14,108,BBB,0
2022-11-15,220,AAA,1
2022-11-15,116,BBB,1
2022-11-15,263,CCC,1
2022-11-16,268,CCC,0
2022-11-16,221,AAA,0
2022-11-16,108,BBB,0
2022-11-17,272,CCC,1
2022-11-17,129,BBB,1
2022-11-17,233,AAA,1
2022-11-18,226,AAA,1
2022-11-18,261,CCC,1
2022-11-18,120,BBB,1
2022-11-19,278,CCC,1
2022-11-19,237,AAA,1
2022-11-19,132,BBB,1
2022-11-20,203,AAA,1
2022-11-20,248,CCC,1
2022-11-20,105,BBB,1
2022-11-21,224,AAA,0
2022-11-21,120,BBB,0
2022-11-21,261,CCC,0
2022-11-22,261,CCC,0
2022-11-22,119,BBB,0
2022-11-22,220,AAA,0
2022-11-23,221,AAA,0
2022-11-23,263,CCC,0
2022-11-23,118,BBB,0
2022-11-24,224,AAA,0
2022-11-24,260,CCC,0
2022-11-24,118,BBB,0
2022-11-25,151,BBB,1
2022-11-25,302,CCC,1
2022-11-25,263,AAA,1
2022-11-26,222,AAA,0
2022-11-26,266,CCC,0
2022-11-26,122,BBB,0
2022-11-27,250,CCC,1
2022-11-27,109,BBB,1
2022-11-27,204,AAA,1
2022-11-28,118,BBB,0
2022-11-28,270,CCC,0
2022-11-28,227,AAA,0
2022-11-29,120,BBB,0
2022-11-29,229,AAA,0
2022-11-29,275,CCC,0
2022-11-30,266,CCC,0
2022-11-30,226,AAA,0
2022-11-30,124,BBB,0
2022-12-01,209,AAA,1
2022-12-01,252,CCC,1
2022-12-01,101,BBB,1
2022-12-02,284,CCC,1
2022-12-02,139,BBB,1
2022-12-02,238,AAA,1
2022-12-03,262,CCC,1
2022-12-03,119,BBB,1
2022-12-03,221,AAA,1
2022-12-04,218,AAA,1
2022-12-04,255,CCC,1
2022-12-04,116,BBB,1
2022-12-05,259,CCC,1
2022-12-05,113,BBB,1
2022-12-05,221,AAA,1
2022-12-06,131,BBB,0
2022-12-06,233,AAA,0
2022-12-06,270,CCC,0
2022-12-07,232,CCC,1
2022-12-07,188,AAA,1
2022-12-07,85,BBB,1
2022-12-08,235,AAA,0
2022-12-08,135,BBB,0
2022-12-08,273,CCC,0
2022-12-09,112,BBB,1
2022-12-09,257,CCC,1
2022-12-09,216,AAA,1
2022-12-10,292,CCC,1
2022-12-10,250,AAA,1
2022-12-10,149,BBB,1
2022-12-11,134,BBB,0
2022-12-11,237,AAA,0
2022-12-11,273,CCC,0
2022-12-12,277,CCC,0
2022-12-12,241,AAA,0
2022-12-12,135,BBB,0
2022-12-13,152,BBB,1
2022-12-13,258,AAA,1
2022-12-13,298,CCC,1
2022-12-14,238,AAA,0
2022-12-14,272,CCC,0
2022-12-14,131,BBB,0
2022-12-15,276,CCC,1
2022-12-15,133,BBB,1
2022-12-15,233,AAA,1
2022-12-16,224,AAA,1
2022-12-16,257,CCC,1
2022-12-16,118,BBB,1
2022-12-17,280,CCC,0
2022-12-17,244,AAA,0
2022-12-17,138,BBB,0
2022-12-18,285,CCC,0
2022-12-18,239,AAA,0
2022-12-18,141,BBB,0
2022-12-19,142,BBB,0
2022-12-19,283,CCC,0
2022-12-19,243,AAA,0
2022-12-20,159,BBB,1
2022-12-20,303,CCC,1
2022-12-20,266,AAA,1
2022-12-21,143,BBB,0
2022-12-21,244,AAA,0
2022-12-21,286,CCC,0
2022-12-22,140,BBB,0
2022-12-22,250,AAA,0
2022-12-22,282,CCC,0
2022-12-23,263,AAA,1
2022-12-23,295,CCC,1
2022-12-23,158,BBB,1
2022-12-24,127,BBB,1
2022-12-24,274,CCC,1
2022-12-24,241,AAA,1
2022-12-25,144,BBB,0
2022-12-25,288,CCC,0
2022-12-25,248,AAA,0
2022-12-26,147,BBB,0
2022-12-26,290,CCC,0
2022-12-26,252,AAA,0
2022-12-27,264,AAA,1
2022-12-27,300,CCC,1
2022-12-27,155,BBB,1
2022-12-28,286,CCC,0
2022-12-28,255,AAA,0
2022-12-28,147,BBB,0
2022-12-29,253,AAA,0
2022-12-29,149,BBB,0
2022-12-29,291,CCC,0
2022-12-30,283,CCC,0
2022-12-30,257,AAA,0
2022-12-30,146,BBB,0
2022-12-31,242,CCC,1
2022-12-31,101,BBB,1
2022-12-31,200,AAA,1
2023-01-01,288,CCC,0
2023-01-01,151,BBB,0
2023-01-01,255,AAA,0
2023-01-02,289,CCC,0
2023-01-02,252,AAA,0
2023-01-02,146,BBB,0
2023-01-03,158,BBB,1
2023-01-03,262,AAA,1
2023-01-03,306,CCC,1
2023-01-04,144,BBB,1
2023-01-04,242,AAA,1
2023-01-04,280,CCC,1
2023-01-05,293,CCC,0
2023-01-05,154,BBB,0
2023-01-05,260,AAA,0
2023-01-06,263,AAA,0
2023-01-06,153,BBB,0
2023-01-06,291,CCC,0
2023-01-07,309,CCC,1
2023-01-07,274,AAA,1
2023-01-07,166,BBB,1
2023-01-08,308,CCC,1
2023-01-08,166,BBB,1
2023-01-08,274,AAA,1
2023-01-09,296,CCC,0
2023-01-09,263,AAA,0
2023-01-09,154,BBB,0
2023-01-10,263,AAA,0
2023-01-10,291,CCC,0
2023-01-10,162,BBB,0
2023-01-11,303,CCC,0
2023-01-11,162,BBB,0
2023-01-11,261,AAA,0
2023-01-12,163,BBB,0
2023-01-12,259,AAA,0
2023-01-12,298,CCC,0
2023-01-13,299,CCC,0
2023-01-13,156,BBB,0
2023-01-13,261,AAA,0
2023-01-14,178,BBB,1
2023-01-14,281,AAA,1
2023-01-14,316,CCC,1
2023-01-15,166,BBB,0
2023-01-15,271,AAA,0
2023-01-15,299,CCC,0
2023-01-16,131,BBB,1
2023-01-16,277,CCC,1
2023-01-16,236,AAA,1
2023-01-17,290,CCC,1
2023-01-17,149,BBB,1
2023-01-17,252,AAA,1
2023-01-18,323,CCC,1
2023-01-18,287,AAA,1
2023-01-18,179,BBB,1
2023-01-19,293,CCC,1
2023-01-19,257,AAA,1
2023-01-19,150,BBB,1
2023-01-20,303,CCC,0
2023-01-20,166,BBB,0
2023-01-20,272,AAA,0
2023-01-21,198,BBB,1
2023-01-21,304,AAA,1
2023-01-21,340,CCC,1
2023-01-22,318,CCC,1
2023-01-22,293,AAA,1
2023-01-22,183,BBB,1
2023-01-23,309,CCC,0
2023-01-23,173,BBB,0
2023-01-23,279,AAA,0
2023-01-24,170,BBB,0
2023-01-24,276,AAA,0
2023-01-24,314,CCC,0
2023-01-25,156,BBB,1
2023-01-25,254,AAA,1
2023-01-25,288,CCC,1
2023-01-26,300,CCC,1
2023-01-26,158,BBB,1
2023-01-26,264,AAA,1
2023-01-27,306,CCC,0
2023-01-27,282,AAA,0
2023-01-27,169,BBB,0
2023-01-28,188,BBB,1
2023-01-28,337,CCC,1
2023-01-28,301,AAA,1
2023-01-29,280,AAA,0
2023-01-29,173,BBB,0
2023-01-29,310,CCC,0
2023-01-30,178,BBB,0
2023-01-30,309,CCC,0
2023-01-30,282,AAA,0
2023-01-31,276,AAA,0
2023-01-31,169,BBB,0
2023-01-31,311,CCC,0
2023-02-01,182,BBB,0
2023-02-01,276,AAA,0
2023-02-01,313,CCC,0
2023-02-02,249,AAA,1
2023-02-02,277,CCC,1
2023-02-02,143,BBB,1
2023-02-03,287,AAA,0
2023-02-03,314,CCC,0
2023-02-03,178,BBB,0
2023-02-04,282,AAA,0
2023-02-04,316,CCC,0
2023-02-04,177,BBB,0
2023-02-05,192,BBB,1
2023-02-05,327,CCC,1
2023-02-05,297,AAA,1
2023-02-06,186,BBB,1
2023-02-06,326,CCC,1
2023-02-06,298,AAA,1
2023-02-07,200,BBB,1
2023-02-07,334,CCC,1
2023-02-07,311,AAA,1
2023-02-08,199,BBB,1
2023-02-08,335,CCC,1
2023-02-08,304,AAA,1
2023-02-09,203,BBB,1
2023-02-09,306,AAA,1
2023-02-09,335,CCC,1
2023-02-10,162,BBB,1
2023-02-10,300,CCC,1
2023-02-10,276,AAA,1
2023-02-11,269,AAA,1
2023-02-11,163,BBB,1
2023-02-11,299,CCC,1
2023-02-12,270,AAA,1
2023-02-12,163,BBB,1
2023-02-12,297,CCC,1
2023-02-13,253,AAA,1
2023-02-13,148,BBB,1
2023-02-13,286,CCC,1
2023-02-14,189,BBB,0
2023-02-14,320,CCC,0
2023-02-14,288,AAA,0
2023-02-15,281,AAA,1
2023-02-15,301,CCC,1
2023-02-15,168,BBB,1
2023-02-16,324,CCC,0
2023-02-16,181,BBB,0
2023-02-16,296,AAA,0
2023-02-17,323,CCC,0
2023-02-17,297,AAA,0
2023-02-17,187,BBB,0
2023-02-18,336,CCC,1
2023-02-18,199,BBB,1
2023-02-18,305,AAA,1
2023-02-19,202,BBB,1
2023-02-19,338,CCC,1
2023-02-19,308,AAA,1
2023-02-20,321,CCC,0
2023-02-20,297,AAA,0
2023-02-20,190,BBB,0
2023-02-21,174,BBB,1
2023-02-21,313,CCC,1
2023-02-21,274,AAA,1
2023-02-22,325,CCC,1
2023-02-22,186,BBB,1
2023-02-22,295,AAA,1
2023-02-23,183,BBB,0
2023-02-23,321,CCC,0
2023-02-23,303,AAA,0
2023-02-24,323,CCC,0
2023-02-24,192,BBB,0
2023-02-24,301,AAA,0
2023-02-25,355,CCC,1
2023-02-25,219,BBB,1
2023-02-25,319,AAA,1
2023-02-26,209,BBB,1
2023-02-26,339,CCC,1
2023-02-26,312,AAA,1
2023-02-27,326,CCC,0
2023-02-27,195,BBB,0
2023-02-27,300,AAA,0
2023-02-28,290,AAA,1
2023-02-28,317,CCC,1
2023-02-28,177,BBB,1
2023-03-01,321,CCC,0
2023-03-01,301,AAA,0
2023-03-01,196,BBB,0
2023-03-02,189,BBB,0
2023-03-02,325,CCC,0
2023-03-02,300,AAA,0
2023-03-03,294,AAA,0
2023-03-03,326,CCC,0
2023-03-03,196,BBB,0
2023-03-04,215,BBB,1
2023-03-04,347,CCC,1
2023-03-04,320,AAA,1
2023-03-05,185,BBB,1
2023-03-05,307,CCC,1
2023-03-05,289,AAA,1
2023-03-06,301,AAA,0
2023-03-06,329,CCC,0
2023-03-06,193,BBB,0
2023-03-07,307,AAA,0
2023-03-07,328,CCC,0
2023-03-07,197,BBB,0
2023-03-08,298,AAA,0
2023-03-08,331,CCC,0
2023-03-08,198,BBB,0
2023-03-09,332,CCC,0
2023-03-09,299,AAA,0
2023-03-09,197,BBB,0
2023-03-10,299,AAA,1
2023-03-10,186,BBB,1
2023-03-10,330,CCC,1
2023-03-11,185,BBB,1
2023-03-11,314,CCC,1
2023-03-11,290,AAA,1
2023-03-12,210,BBB,1
2023-03-12,339,CCC,1
2023-03-12,320,AAA,1
2023-03-13,184,BBB,1
2023-03-13,317,CCC,1
2023-03-13,291,AAA,1
2023-03-14,224,BBB,1
2023-03-14,340,AAA,1
2023-03-14,364,CCC,1
2023-03-15,350,CCC,1
2023-03-15,322,AAA,1
2023-03-15,215,BBB,1
2023-03-16,325,AAA,1
2023-03-16,350,CCC,1
2023-03-16,219,BBB,1
2023-03-17,324,CCC,1
2023-03-17,189,BBB,1
2023-03-17,290,AAA,1
2023-03-18,306,AAA,0
2023-03-18,199,BBB,0
2023-03-18,330,CCC,0
2023-03-19,192,BBB,1
2023-03-19,302,AAA,1
2023-03-19,329,CCC,1
2023-03-20,336,CCC,0
2023-03-20,311,AAA,0
2023-03-20,200,BBB,0
2023-03-21,287,AAA,1
2023-03-21,315,CCC,1
2023-03-21,176,BBB,1
2023-03-22,326,CCC,0
2023-03-22,307,AAA,0
2023-03-22,199,BBB,0
2023-03-23,343,CCC,1
2023-03-23,209,BBB,1
2023-03-23,323,AAA,1
2023-03-24,303,AAA,1
2023-03-24,326,CCC,1
2023-03-24,189,BBB,1
2023-03-25,333,CCC,0
2023-03-25,196,BBB,0
2023-03-25,306,AAA,0
2023-03-26,324,CCC,1
2023-03-26,197,BBB,1
2023-03-26,303,AAA,1
2023-03-27,335,CCC,0
2023-03-27,205,BBB,0
2023-03-27,303,AAA,0
2023-03-28,302,AAA,0
2023-03-28,334,CCC,0
2023-03-28,200,BBB,0
2023-03-29,200,BBB,0
2023-03-29,334,CCC,0
2023-03-29,307,AAA,0
2023-03-30,334,CCC,0
2023-03-30,207,BBB,0
2023-03-30,307,AAA,0
2023-03-31,185,BBB,1
2023-03-31,303,AAA,1
2023-03-31,317,CCC,1
2023-04-01,310,AAA,0
2023-04-01,201,BBB,0
2023-04-01,334,CCC,0
2023-04-02,204,BBB,0
2023-04-02,329,CCC,0
2023-04-02,308,AAA,0
2023-04-03,313,CCC,1
2023-04-03,184,BBB,1
2023-04-03,297,AAA,1
2023-04-04,312,AAA,0
2023-04-04,202,BBB,0
2023-04-04,328,CCC,0
2023-04-05,313,CCC,1
2023-04-05,294,AAA,1
2023-04-05,181,BBB,1
2023-04-06,293,CCC,1
2023-04-06,274,AAA,1
2023-04-06,160,BBB,1
2023-04-07,299,AAA,1
2023-04-07,324,CCC,1
2023-04-07,189,BBB,1
2023-04-08,309,AAA,0
2023-04-08,199,BBB,0
2023-04-08,333,CCC,0
2023-04-09,332,CCC,0
2023-04-09,197,BBB,0
2023-04-09,309,AAA,0
2023-04-10,334,CCC,0
2023-04-10,194,BBB,0
2023-04-10,307,AAA,0
2023-04-11,312,AAA,0
2023-04-11,326,CCC,0
2023-04-11,198,BBB,0
2023-04-12,181,BBB,1
2023-04-12,295,AAA,1
2023-04-12,319,CCC,1
2023-04-13,218,BBB,1
2023-04-13,323,AAA,1
2023-04-13,348,CCC,1
2023-04-14,200,BBB,0
2023-04-14,308,AAA,0
2023-04-14,325,CCC,0
2023-04-15,194,BBB,0
2023-04-15,310,AAA,0
2023-04-15,326,CCC,0
2023-04-16,308,CCC,1
2023-04-16,179,BBB,1
2023-04-16,285,AAA,1
2023-04-17,327,CCC,0
2023-04-17,194,BBB,0
2023-04-17,307,AAA,0
2023-04-18,196,BBB,0
2023-04-18,305,AAA,0
2023-04-18,327,CCC,0
2023-04-19,334,AAA,1
2023-04-19,345,CCC,1
2023-04-19,215,BBB,1
2023-04-20,307,AAA,0
2023-04-20,198,BBB,0
2023-04-20,331,CCC,0
2023-04-21,208,BBB,1
2023-04-21,338,CCC,1
2023-04-21,328,AAA,1
2023-04-22,325,AAA,1
2023-04-22,340,CCC,1
2023-04-22,217,BBB,1
2023-04-23,325,CCC,1
2023-04-23,203,BBB,1
2023-04-23,310,AAA,1
2023-04-24,273,AAA,1
2023-04-24,162,BBB,1
2023-04-24,290,CCC,1
2023-04-25,191,BBB,0
2023-04-25,305,AAA,0
2023-04-25,322,CCC,0
2023-04-26,206,BBB,1
2023-04-26,322,AAA,1
2023-04-26,346,CCC,1
2023-04-27,179,BBB,1
2023-04-27,284,AAA,1
2023-04-27,302,CCC,1
2023-04-28,323,CCC,0
2023-04-28,200,BBB,0
2023-04-28,305,AAA,0
2023-04-29,308,CCC,1
2023-04-29,183,BBB,1
2023-04-29,289,AAA,1
2023-04-30,321,CCC,0
2023-04-30,305,AAA,0
2023-04-30,190,BBB,0
2023-05-01,300,AAA,0
2023-05-01,190,BBB,0
2023-05-01,323,CCC,0
2023-05-02,304,AAA,0
2023-05-02,196,BBB,0
2023-05-02,323,CCC,0
2023-05-03,312,AAA,1
2023-05-03,201,BBB,1
2023-05-03,331,CCC,1
2023-05-04,307,AAA,0
2023-05-04,189,BBB,0
2023-05-04,317,CCC,0
2023-05-05,283,AAA,1
2023-05-05,297,CCC,1
2023-05-05,178,BBB,1
2023-05-06,210,BBB,1
2023-05-06,317,AAA,1
2023-05-06,337,CCC,1
2023-05-07,282,CCC,1
2023-05-07,156,BBB,1
2023-05-07,264,AAA,1
2023-05-08,303,AAA,0
2023-05-08,317,CCC,0
2023-05-08,188,BBB,0
2023-05-09,193,BBB,0
2023-05-09,319,CCC,0
2023-05-09,300,AAA,0
2023-05-10,305,AAA,1
2023-05-10,326,CCC,1
2023-05-10,198,BBB,1
2023-05-11,299,AAA,1
2023-05-11,313,CCC,1
2023-05-11,187,BBB,1
2023-05-12,172,BBB,1
2023-05-12,296,CCC,1
2023-05-12,274,AAA,1
2023-05-13,191,BBB,1
2023-05-13,315,CCC,1
2023-05-13,300,AAA,1
2023-05-14,187,BBB,0
2023-05-14,296,AAA,0
2023-05-14,311,CCC,0
2023-05-15,198,BBB,1
2023-05-15,311,AAA,1
2023-05-15,329,CCC,1
2023-05-16,303,AAA,0
2023-05-16,311,CCC,0
2023-05-16,182,BBB,0
2023-05-17,295,AAA,0
2023-05-17,180,BBB,0
2023-05-17,312,CCC,0
2023-05-18,298,AAA,0
2023-05-18,313,CCC,0
2023-05-18,188,BBB,0
2023-05-19,311,CCC,0
2023-05-19,179,BBB,0
2023-05-19,298,AAA,0
2023-05-20,183,BBB,0
2023-05-20,297,AAA,0
2023-05-20,307,CCC,0
2023-05-21,288,AAA,1
2023-05-21,302,CCC,1
2023-05-21,170,BBB,1
2023-05-22,271,AAA,1
2023-05-22,289,CCC,1
2023-05-22,168,BBB,1
2023-05-23,273,AAA,1
2023-05-23,287,CCC,1
2023-05-23,159,BBB,1
2023-05-24,304,CCC,0
2023-05-24,181,BBB,0
2023-05-24,289,AAA,0
2023-05-25,161,BBB,1
2023-05-25,292,CCC,1
2023-05-25,277,AAA,1
2023-05-26,163,BBB,1
2023-05-26,271,AAA,1
2023-05-26,282,CCC,1
2023-05-27,301,CCC,0
