date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2022-06-13,"Montgomery, AL","Virginia Beach, VA",1191.76,402,17.11
2020-09-18,"Santa Ana, CA","Nashua, NH",2469.56,923,24.69
2023-06-08,"Springfield, MA","South Bend, IN",294.49,991,2.47
2020-01-13,"Fayetteville, NC","Davenport, IA",3932.99,592,36.94
2023-05-23,"Canton, OH","New Haven, CT",4613.56,488,41.13
2020-09-29,"Lubbock, TX","Henderson, NV",3472.34,245,43.51
2020-09-14,"Lincoln, NE","Pensacola, FL",2274.87,250,21.03
2020-05-29,"Queens, NY","Salem, OR",4522.22,66,47.52
2023-01-27,"Aurora, CO","San Antonio, TX",4536.06,77,47.54
2023-12-08,"St. Paul, MN","Lubbock, TX",2394.99,459,34.57
2021-06-28,"Springfield, MO","Riverside, CA",658.15,802,10.35
2020-02-23,"Sacramento, CA","Palm Bay, FL",752.33,666,8.56
2022-10-06,"Scottsdale, AZ","Lakeland, FL",3068.31,214,38.5
2022-09-30,"Santa Clarita, CA","Orlando, FL",628.66,243,7.54
2020-12-16,"Milwaukee, WI","Norfolk, VA",219.77,343,2.24
2021-09-14,"Henderson, NV","Pensacola, FL",3853.96,307,39.15
2024-01-10,"Columbus, OH","Trenton, NJ",922.14,761,12.01
2021-03-19,"Asheville, NC","Santa Rosa, CA",4898.27,522,61.28
2023-11-28,"Lansing, MI","Deltona, FL",2081.34,142,31.31
2021-10-22,"Myrtle Beach, SC","Glendale, AZ",3002.17,92,45.47
2020-08-10,"St. Petersburg, FL","Tucson, AZ",4016.96,376,49.22
2021-10-23,"Asheville, NC","Allentown, PA",356.72,353,5.34
2021-10-03,"Huntsville, AL","Norfolk, VA",1824.79,132,26.62
2022-11-18,"Kennewick, WA","Houston, TX",4025.21,424,46.15
2023-12-24,"Bridgeport, CT","Colorado Springs, CO",4327.43,844,63.75
2023-04-25,"York, PA","Newark, NJ",3734.4,422,37.73
2022-12-13,"Las Vegas, NV","Pittsburgh, PA",4976.84,957,60.1
2024-01-04,"Salt Lake City, UT","Lincoln, NE",174.2,506,2.16
2022-11-10,"Lakeland, FL","Chula Vista, CA",4971.03,763,80.08
2022-01-03,"Sacramento, CA","Louisville, KY",3339.09,243,38.32
2021-04-26,"Albany, NY","Rochester, NY",3682.59,999,60.71
2020-04-05,"Portland, OR","Scranton, PA",3656.72,389,46.67
2024-01-17,"Memphis, TN","Laredo, TX",2237.27,578,30.92
2022-10-01,"Staten Island, NY","Augusta, GA",4257.42,245,41.62
2021-04-14,"Lafayette, LA","Jersey City, NJ",1992.03,844,24.48
2023-10-30,"Buffalo, NY","Provo, UT",193.05,986,2.95
2023-01-17,"Tulsa, OK","Bakersfield, CA",3497.35,831,33.67
2023-02-04,"Denton, TX","Port St. Lucie, FL",3260.74,745,40.16
2020-02-10,"Plano, TX","Boise, ID",3354.84,864,53.53
2022-01-07,"Indio, CA","Harrisburg, PA",1134.58,493,15.99
2023-01-29,"Stockton, CA","Mission Viejo, CA",1784.2,403,17.86
2020-08-06,"Henderson, NV","Tucson, AZ",3863.81,193,55.98
2023-01-15,"Spokane, WA","Provo, UT",1834.31,675,30.13
2022-01-22,"Columbus, OH","Scottsdale, AZ",3414.95,241,29.02
2023-07-06,"Anaheim, CA","Washington, DC",3214.81,780,29.73
2023-06-30,"Boise, ID","Milwaukee, WI",286.97,395,2.56
2020-01-26,"Des Moines, IA","Concord, CA",1815.99,635,17.56
2020-04-08,"Pensacola, FL","St. Paul, MN",496.43,591,5.14
2022-01-17,"Springfield, MA","Chula Vista, CA",1570.83,112,13.36
2021-01-15,"Hartford, CT","Charlotte, NC",1780.24,978,20.37
2022-05-07,"Rockford, IL","Aguadilla, PR",2266.73,250,36.21
2021-04-08,"Orlando, FL","Trenton, NJ",2397.15,74,25.78
2021-07-02,"Reno, NV","Trenton, NJ",2164.69,223,21.5
2022-12-11,"Tallahassee, FL","Philadelphia, PA",3267.05,63,33.39
2021-04-06,"Davenport, IA","Los Angeles, CA",1639.29,473,23.54
2021-12-01,"Scranton, PA","Glendale, AZ",306.57,606,3.11
2021-11-10,"Providence, RI","Tallahassee, FL",458.21,837,6.09
2022-08-15,"Kennewick, WA","Columbia, SC",4081.92,424,42.79
2023-03-31,"Irvine, CA","Austin, TX",1800.92,737,15.71
2023-12-21,"Chula Vista, CA","Lancaster, PA",269.32,927,2.4
2021-03-19,"Wichita, KS","Charleston, SC",3865.71,121,51.65
2024-01-18,"Santa Clarita, CA","Lancaster, PA",328.44,349,4.16
2023-08-23,"Long Beach, CA","Virginia Beach, VA",128.46,181,1.5
2020-07-04,"Portland, OR","Colorado Springs, CO",4386.0,766,44.29
2023-01-08,"Bridgeport, CT","Hialeah, FL",4305.09,755,54.32
2022-03-08,"Augusta, GA","Canton, OH",642.42,579,6.13
2021-10-19,"Ann Arbor, MI","Denton, TX",3588.1,57,34.98
2023-10-23,"Irvine, CA","Arlington, VA",547.03,470,8.05
2023-02-03,"St. Petersburg, FL","Washington, DC",408.84,674,6.11
2022-02-04,"Albany, NY","Lakeland, FL",1490.15,922,22.21
2023-06-01,"Asheville, NC","New York, NY",4428.75,634,39.52
2023-07-02,"Indianapolis, IN","New Haven, CT",1586.38,826,22.54
2023-11-01,"Riverside, CA","Oakland, CA",919.43,685,10.76
2023-10-16,"Brownsville, TX","Fayetteville, NC",3982.95,875,47.32
2021-03-14,"Orlando, FL","Ogden, UT",3951.6,501,46.06
2022-05-19,"Minneapolis, MN","Dayton, OH",529.98,671,4.72
2022-03-07,"Green Bay, WI","Scottsdale, AZ",4630.89,825,64.62
2023-11-20,"Corpus Christi, TX","Dallas, TX",1922.98,444,24.47
2021-10-24,"Tulsa, OK","Lubbock, TX",1876.72,671,15.69
2022-10-24,"Queens, NY","Milwaukee, WI",3738.85,719,48.88
2023-10-12,"Glendale, AZ","McAllen, TX",332.77,238,3.74
2020-05-23,"Chicago, IL","Jersey City, NJ",4825.37,511,58.83
2020-07-23,"Mission Viejo, CA","Indio, CA",3314.82,943,39.23
2023-02-27,"Kansas City, MO","Boise, ID",3651.71,682,33.29
2022-03-31,"Mission Viejo, CA","Scranton, PA",4764.77,506,52.65
2022-12-13,"Arlington, TX","Denver, CO",2103.66,700,26.71
2020-07-13,"Bremerton, WA","Greensboro, NC",4097.93,51,43.11
2022-12-03,"Providence, RI","Springfield, MA",521.78,719,4.99
2021-09-21,"San Jose, CA","South Bend, IN",704.63,420,8.91
2020-12-11,"Toledo, OH","Brooklyn, NY",4446.57,555,49.33
2023-12-20,"Chandler, AZ","St. Louis, MO",4397.92,998,46.84
2020-12-17,"Peoria, IL","Birmingham, AL",2453.18,204,28.89
2022-09-07,"Green Bay, WI","Queens, NY",1496.13,125,16.44
2020-09-08,"Irving, TX","Spokane, WA",616.67,571,8.37
2020-02-08,"Cleveland, OH","Garland, TX",258.13,806,3.42
2023-06-26,"Austin, TX","Jackson, MS",307.98,307,4.18
2023-11-21,"Mobile, AL","Lansing, MI",385.65,968,4.28
2023-09-16,"Lubbock, TX","Pittsburgh, PA",4383.46,730,59.9
2020-03-12,"Toledo, OH","Madison, WI",1535.74,854,13.3
2021-06-24,"Poughkeepsie, NY","Las Vegas, NV",757.29,376,8.2
2021-12-24,"Rockford, IL","Fayetteville, NC",4817.33,492,63.04
2022-02-14,"Scranton, PA","Arlington, VA",3371.4,324,30.17
2020-05-30,"Columbus, GA","Boise, ID",3862.17,982,33.54
2021-05-28,"Enterprise, NV","Peoria, IL",1631.87,268,24.8
2020-07-20,"South Bend, IN","Winter Haven, FL",1584.26,922,18.11
2022-06-29,"Fort Collins, CO","Jackson, MS",3606.13,596,57.1
2022-12-29,"Minneapolis, MN","San Diego, CA",3836.71,971,60.28
2023-03-07,"Rockford, IL","Oxnard, CA",1437.13,703,14.64
2023-11-09,"Ann Arbor, MI","Lubbock, TX",2019.09,406,27.6
2022-03-08,"Chattanooga, TN","Fort Collins, CO",4721.52,111,46.23
2020-01-05,"Kennewick, WA","Knoxville, TN",1027.94,922,12.07
2024-01-21,"San Antonio, TX","Honolulu, HI",1791.94,725,29.62
2023-09-07,"Winter Haven, FL","Mobile, AL",1094.0,573,10.27
2022-11-24,"Lubbock, TX","Oklahoma City, OK",915.78,375,8.83
2020-10-25,"Virginia Beach, VA","Milwaukee, WI",380.04,122,5.92
2021-09-21,"Columbus, GA","New Orleans, LA",3438.58,727,50.96
2020-09-05,"El Paso, TX","Jackson, MS",4489.98,842,45.58
2020-02-03,"Fort Wayne, IN","Nashville, TN",890.96,526,7.64
2021-07-28,"Canton, OH","Lakeland, FL",2558.12,472,35.71
2022-05-12,"Augusta, GA","Peoria, IL",364.22,629,4.14
2024-01-12,"New Orleans, LA","Salt Lake City, UT",2711.96,514,32.84
2022-02-16,"New Haven, CT","Gilbert, AZ",2262.7,926,22.14
2021-08-08,"Chattanooga, TN","Lakeland, FL",4322.22,500,53.08
2022-09-25,"Jacksonville, FL","Garland, TX",272.64,927,3.59
2021-07-25,"Staten Island, NY","San Diego, CA",2245.09,770,21.38
2023-03-16,"Long Beach, CA","Philadelphia, PA",1076.22,670,11.24
2022-08-08,"Fargo, ND","Jacksonville, FL",1282.25,427,13.25
2021-12-19,"Stockton, CA","Durham, NC",3765.4,837,33.03
2022-11-19,"Detroit, MI","Oxnard, CA",4867.53,403,72.52
2021-10-10,"Davenport, IA","Hialeah, FL",494.51,291,5.32
2022-03-08,"Jersey City, NJ","Glendale, AZ",227.78,174,3.19
2023-10-14,"Fort Wayne, IN","Laredo, TX",3310.79,159,49.64
2023-05-06,"Newark, NJ","Wichita, KS",4866.04,922,41.13
2024-02-07,"San Antonio, TX","Winston-Salem, NC",2411.03,789,23.36
2022-03-02,"Provo, UT","Lancaster, PA",3371.08,925,45.05
2021-12-19,"New Haven, CT","Poughkeepsie, NY",4066.71,129,50.58
2023-05-19,"Nashville, TN","Virginia Beach, VA",1095.22,107,16.66
2023-10-29,"Rockford, IL","New Haven, CT",4043.06,807,51.01
2022-02-02,"Aurora, CO","Bonita Springs, FL",4748.52,497,69.62
2022-01-09,"Syracuse, NY","Plano, TX",150.05,707,2.49
2022-08-31,"Baltimore, MD","Deltona, FL",4877.29,76,58.4
2022-06-06,"Tampa, FL","Canton, OH",2392.52,224,21.58
2021-01-31,"New York, NY","Wichita, KS",3735.04,969,55.09
2023-11-25,"Riverside, CA","Pittsburgh, PA",3933.0,946,42.88
2022-01-05,"Montgomery, AL","San Diego, CA",3648.42,294,37.94
2021-06-11,"Jersey City, NJ","Pittsburgh, PA",214.1,291,2.94
2020-07-15,"Akron, OH","Louisville, KY",1990.97,198,29.46
2020-12-14,"Minneapolis, MN","Mesa, AZ",341.95,866,4.61
2022-07-21,"Flint, MI","Hartford, CT",4620.05,999,52.97
2020-03-21,"Bremerton, WA","Concord, CA",2309.14,421,23.63
2022-12-05,"Tallahassee, FL","Manhattan, NY",1952.32,668,23.77
2020-12-27,"Seattle, WA","El Paso, TX",588.2,461,5.93
2023-01-12,"Kennewick, WA","St. Paul, MN",1354.34,118,20.09
2020-02-02,"McAllen, TX","Gilbert, AZ",2086.06,990,31.7
2021-04-22,"Bridgeport, CT","Bronx, NY",3151.91,959,40.71
2021-12-14,"Victorville, CA","Durham, NC",3188.33,704,50.92
2020-10-02,"Concord, CA","Kennewick, WA",3713.44,918,32.0
2021-02-19,"San Juan, PR","Orlando, FL",1762.48,681,28.6
2022-06-30,"New Haven, CT","Peoria, IL",1684.34,218,20.27
2021-06-13,"Norfolk, VA","Lubbock, TX",238.98,776,2.15
2023-06-13,"Queens, NY","Birmingham, AL",4688.45,354,65.97
2020-01-24,"Detroit, MI","Memphis, TN",2814.4,413,25.26
2023-05-21,"Ann Arbor, MI","Aurora, CO",4494.98,251,58.53
2021-12-31,"Fargo, ND","York, PA",3648.67,424,49.58
2020-07-26,"Omaha, NE","Oklahoma City, OK",472.74,974,6.85
2023-11-10,"Harrisburg, PA","Bakersfield, CA",2036.56,263,22.65
2020-02-01,"Appleton, WI","Newark, NJ",1942.48,468,21.36
2021-12-10,"Albuquerque, NM","Baton Rouge, LA",3618.82,62,55.27
2022-09-26,"Madison, WI","Deltona, FL",2630.57,999,26.57
2021-10-19,"Jacksonville, FL","Concord, CA",3771.0,560,60.78
2020-01-17,"Ogden, UT","Winston-Salem, NC",2574.84,906,31.36
2020-08-14,"Indio, CA","Richmond, VA",240.58,783,3.06
2024-01-13,"Lansing, MI","Wichita, KS",856.13,464,8.27
2021-12-10,"Port St. Lucie, FL","Eugene, OR",4666.06,608,53.69
2020-09-09,"Columbus, GA","Syracuse, NY",2105.77,334,22.35
2023-06-08,"Los Angeles, CA","Dayton, OH",4963.17,700,69.56
2023-10-30,"Lansing, MI","Gilbert, AZ",3994.25,801,53.04
2023-06-06,"Rock Hill, SC","Bremerton, WA",614.37,319,7.23
2021-05-03,"Worcester, MA","Aurora, CO",1152.72,197,13.84
2023-09-13,"Boise, ID","Mobile, AL",4315.98,862,46.99
2023-04-28,"Bonita Springs, FL","Savannah, GA",872.87,150,10.33
2021-06-05,"Hartford, CT","McAllen, TX",3267.01,813,41.25
2020-06-13,"Poughkeepsie, NY","Cape Coral, FL",3009.58,355,34.01
2020-07-23,"Lansing, MI","Dallas, TX",1135.42,188,10.21
2022-02-28,"Columbus, OH","Corpus Christi, TX",4482.16,409,51.15
2022-11-28,"Fremont, CA","Chula Vista, CA",1299.67,431,15.44
2020-01-11,"Houston, TX","Baltimore, MD",4027.1,828,60.07
2021-03-13,"Riverside, CA","Kansas City, MO",2528.26,342,22.17
2021-05-30,"Fort Worth, TX","Fort Collins, CO",3299.43,449,28.04
2023-12-27,"Milwaukee, WI","Baltimore, MD",2442.73,609,38.09
2023-11-15,"Columbus, GA","Rockford, IL",2959.96,884,45.19
2023-04-17,"Modesto, CA","Detroit, MI",3849.43,319,39.77
2022-09-08,"San Jose, CA","Shreveport, LA",846.5,85,9.8
2020-11-16,"Winter Haven, FL","Allentown, PA",1934.05,665,19.86
2021-03-09,"Fresno, CA","Milwaukee, WI",3616.8,534,36.05
2022-10-07,"Ann Arbor, MI","Kissimmee, FL",2898.94,696,36.81
2023-12-20,"Albany, NY","Arlington, VA",4622.32,967,49.88
2023-05-29,"Eugene, OR","Savannah, GA",2416.16,700,23.66
2021-09-27,"Bronx, NY","North Las Vegas, NV",3351.48,444,35.36
2021-04-17,"Oxnard, CA","Fresno, CA",3044.13,847,39.85
2020-09-04,"Nashville, TN","New York, NY",3302.06,644,27.66
2023-07-14,"Deltona, FL","Harrisburg, PA",132.75,996,1.78
2020-08-04,"Green Bay, WI","Chula Vista, CA",4844.17,677,47.38
2021-11-02,"Fremont, CA","Philadelphia, PA",3462.54,537,55.31
2020-09-18,"Miami, FL","Myrtle Beach, SC",3770.27,111,52.61
2022-04-30,"Corpus Christi, TX","Spokane, WA",826.31,132,8.24
2023-04-06,"Bonita Springs, FL","Knoxville, TN",164.22,346,1.62
2023-07-13,"Long Beach, CA","Virginia Beach, VA",4826.19,247,41.93
2022-12-24,"Louisville, KY","Kansas City, MO",937.69,471,14.46
2020-01-10,"Wichita, KS","Chattanooga, TN",107.2,132,1.52
2020-06-14,"San Diego, CA","Austin, TX",2752.75,92,41.28
2022-10-23,"New Orleans, LA","Trenton, NJ",2374.29,121,30.42
2023-11-14,"Trenton, NJ","Bremerton, WA",4668.03,561,39.64
2022-12-04,"Boston, MA","Columbus, OH",1617.51,379,17.86
2021-05-08,"Ann Arbor, MI","Ogden, UT",1266.39,590,11.39
2022-03-08,"Fort Collins, CO","Montgomery, AL",622.4,973,10.34
2024-02-09,"Seattle, WA","Cape Coral, FL",3361.27,176,35.47
2020-02-03,"Omaha, NE","Antioch, CA",1452.06,428,13.19
2021-06-16,"Garland, TX","Winter Haven, FL",3504.63,673,37.15
2024-01-25,"Aguadilla, PR","Kissimmee, FL",4771.91,460,59.67
2020-04-19,"Boston, MA","Raleigh, NC",1940.87,699,24.61
2024-02-04,"Jersey City, NJ","Washington, DC",4338.32,865,61.75
2022-09-15,"Baton Rouge, LA","Birmingham, AL",1007.83,775,8.54
2023-07-24,"Aguadilla, PR","Lafayette, LA",3743.75,312,44.93
2022-05-16,"Fayetteville, AR","Youngstown, OH",3289.75,75,38.75
2021-11-06,"Killeen, TX","St. Petersburg, FL",644.51,224,5.77
2022-07-22,"Staten Island, NY","Pittsburgh, PA",582.84,891,4.99
2021-06-23,"Lakeland, FL","Little Rock, AR",2605.21,234,25.9
2021-09-15,"Staten Island, NY","Honolulu, HI",1762.88,312,23.88
2022-01-27,"Indianapolis, IN","Concord, CA",904.3,377,12.99
2022-11-16,"Garland, TX","Boise, ID",1601.66,528,14.21
2021-07-27,"Irvine, CA","Mobile, AL",4310.8,148,53.91
2023-07-14,"Virginia Beach, VA","San Jose, CA",4294.87,405,59.42
2024-02-06,"Victorville, CA","Lakeland, FL",2234.59,328,25.04
2021-08-25,"Fargo, ND","Columbia, SC",2058.18,318,22.86
2020-08-27,"Dallas, TX","Salem, OR",529.94,714,4.72
2022-01-19,"Oakland, CA","Norfolk, VA",3307.61,361,30.89
2022-02-13,"Stockton, CA","Mobile, AL",2460.31,413,32.48
2023-02-05,"Bronx, NY","Cleveland, OH",3095.52,391,33.8
2023-01-29,"Mission Viejo, CA","Washington, DC",2799.38,501,26.02
2020-11-15,"Los Angeles, CA","Kissimmee, FL",2037.89,328,20.84
2023-08-08,"St. Louis, MO","Augusta, GA",2955.39,704,30.72
2020-04-22,"Savannah, GA","Poughkeepsie, NY",3779.09,291,33.18
2022-07-07,"Arlington, VA","Winter Haven, FL",1032.04,663,12.25
2020-04-11,"Greensboro, NC","Syracuse, NY",2751.09,828,36.26
2023-11-12,"Green Bay, WI","Salem, OR",1435.32,719,21.83
2023-11-21,"Modesto, CA","Tallahassee, FL",1169.26,864,16.91
2020-01-30,"Reading, PA","Phoenix, AZ",4821.59,436,42.49
2023-11-14,"Portland, OR","Colorado Springs, CO",292.63,330,2.53
2021-05-04,"Round Lake Beach, IL","Bridgeport, CT",2404.31,96,23.92
2020-09-06,"Atlanta, GA","St. Louis, MO",2187.69,352,25.08
2022-05-19,"Greensboro, NC","Colorado Springs, CO",2925.91,422,27.61
2022-10-14,"Madison, WI","Grand Rapids, MI",1968.66,679,18.06
2020-07-07,"Gilbert, AZ","Manhattan, NY",4712.73,514,40.9
2021-08-11,"Indianapolis, IN","Bremerton, WA",1821.52,167,25.79
2023-11-09,"Rock Hill, SC","Wilmington, NC",991.92,200,12.84
2022-02-20,"Round Lake Beach, IL","Pittsburgh, PA",1312.51,680,14.05
2022-09-05,"Manhattan, NY","Corpus Christi, TX",4532.42,461,60.85
2023-04-16,"Palm Bay, FL","Canton, OH",4834.64,341,40.69
2022-10-11,"Jersey City, NJ","Bonita Springs, FL",3015.7,686,30.79
2022-09-18,"Palm Bay, FL","Appleton, WI",1845.56,980,23.75
2022-02-02,"Rockford, IL","Dallas, TX",4654.45,772,50.47
2023-03-11,"Salt Lake City, UT","Worcester, MA",4867.35,983,73.59
2020-05-03,"San Antonio, TX","Springfield, MA",3087.26,835,26.34
2022-10-28,"Memphis, TN","Bronx, NY",3905.05,327,36.29
2020-03-04,"Bridgeport, CT","Chula Vista, CA",3911.81,71,37.94
2023-12-08,"Anchorage, AK","Chicago, IL",918.9,963,9.13
2022-04-02,"Scottsdale, AZ","Mission Viejo, CA",4831.62,182,49.7
2020-06-23,"Denton, TX","Laredo, TX",1872.73,237,20.47
2020-05-23,"Sacramento, CA","Richmond, VA",4019.37,797,34.51
2022-09-06,"Indio, CA","Cincinnati, OH",3197.89,462,36.17
2023-04-15,"Green Bay, WI","Scranton, PA",4889.61,599,45.04
2020-06-15,"Chicago, IL","Antioch, CA",3018.45,678,44.98
2022-08-04,"Las Vegas, NV","Victorville, CA",1116.13,978,14.81
2023-03-04,"Lakeland, FL","Springfield, MO",2821.08,370,25.73
2023-06-13,"Lansing, MI","Dallas, TX",4794.76,508,68.87
2023-01-01,"Enterprise, NV","Kennewick, WA",3331.56,537,35.14
2022-02-04,"Long Beach, CA","El Paso, TX",4109.66,500,39.59
2023-03-06,"Las Vegas, NV","York, PA",735.06,928,7.28
2023-10-23,"Arlington, TX","Los Angeles, CA",3301.5,749,45.59
2023-06-22,"Springfield, MA","Davenport, IA",473.3,432,5.15
2021-01-21,"New Orleans, LA","Columbus, GA",1121.46,329,9.44
2021-09-29,"Fargo, ND","Baton Rouge, LA",4387.84,404,69.79
2023-05-26,"McAllen, TX","Little Rock, AR",1318.71,210,11.59
2021-11-27,"Albany, NY","St. Petersburg, FL",1037.69,332,11.55
2023-05-31,"Aurora, CO","Canton, OH",555.1,272,7.02
2023-02-16,"Stockton, CA","Modesto, CA",2695.68,415,28.2
2021-06-07,"Knoxville, TN","Indio, CA",1644.42,106,16.18
2021-09-07,"Springfield, MA","Tulsa, OK",1068.0,481,12.01
2020-03-23,"Enterprise, NV","Santa Ana, CA",1211.98,170,10.36
2021-12-22,"Orlando, FL","York, PA",3005.26,533,42.2
2020-03-21,"San Antonio, TX","Palm Bay, FL",1257.13,600,17.18
2021-10-01,"Deltona, FL","Anaheim, CA",3592.09,191,56.65
2022-01-22,"Glendale, AZ","Baltimore, MD",750.2,140,7.33
2022-01-26,"Charleston, SC","Boston, MA",3512.33,913,30.72
2021-05-29,"South Bend, IN","Bremerton, WA",4435.12,716,37.09
2023-12-28,"Chesapeake, VA","Albany, NY",1262.27,890,14.48
2023-07-25,"Stockton, CA","San Jose, CA",4112.83,523,63.71
2021-07-22,"Indio, CA","York, PA",306.52,280,4.0
2021-08-13,"Huntsville, AL","Akron, OH",3397.75,600,31.01
2021-11-17,"Jacksonville, FL","Long Beach, CA",4891.92,604,60.81
2021-01-26,"Hialeah, FL","Detroit, MI",1996.49,966,21.64
2023-07-23,"Manhattan, NY","Allentown, PA",2150.8,739,24.55
2020-07-02,"Little Rock, AR","Madison, WI",4250.59,685,56.67
2023-11-26,"St. Petersburg, FL","Santa Ana, CA",1951.91,941,17.28
2020-04-29,"Santa Clarita, CA","Winter Haven, FL",1924.78,936,19.58
2020-03-29,"Myrtle Beach, SC","San Diego, CA",4448.4,520,65.62
2022-09-06,"North Las Vegas, NV","Huntsville, AL",1908.23,362,28.09
2023-06-17,"Flint, MI","Oxnard, CA",1161.67,127,15.07
2020-01-26,"Myrtle Beach, SC","Laredo, TX",2695.75,898,27.59
2020-09-04,"Gilbert, AZ","Lincoln, NE",3710.24,764,34.26
2023-07-25,"Eugene, OR","Rochester, NY",4408.66,175,37.19
2023-07-05,"Honolulu, HI","El Paso, TX",4253.41,562,39.3
2023-08-02,"Lubbock, TX","Staten Island, NY",3893.08,740,61.07
2024-01-30,"Fresno, CA","Bakersfield, CA",2484.12,283,34.74
2020-11-01,"Salt Lake City, UT","Knoxville, TN",4466.61,707,66.72
2020-02-18,"Anaheim, CA","Ann Arbor, MI",2762.22,290,33.12
2021-02-03,"Pensacola, FL","Lincoln, NE",2022.81,147,32.88
2022-12-15,"Rochester, NY","Columbia, SC",4961.99,837,42.43
2020-12-18,"Chandler, AZ","Richmond, VA",2995.93,463,31.1
2024-01-08,"Greensboro, NC","Pittsburgh, PA",4950.37,447,65.03
2020-08-28,"Long Beach, CA","McAllen, TX",457.89,471,4.42
2020-05-10,"Lancaster, PA","Gulfport, MS",3574.94,206,46.96
2024-01-07,"Toledo, OH","Staten Island, NY",2264.97,333,21.03
2022-07-07,"Norfolk, VA","Anaheim, CA",297.52,204,3.29
2023-08-17,"Sacramento, CA","Plano, TX",1836.46,527,19.26
2022-06-02,"Colorado Springs, CO","Jersey City, NJ",4498.76,839,38.33
2021-09-14,"Springfield, MO","Fargo, ND",2255.72,150,31.67
2023-12-29,"Hialeah, FL","Irving, TX",4637.13,244,65.15
2023-05-15,"Bridgeport, CT","New York, NY",3210.52,547,40.02
2022-08-20,"Greenville, SC","Atlanta, GA",624.29,713,7.52
2021-07-17,"Sacramento, CA","Raleigh, NC",1748.55,957,23.47
2023-06-05,"South Bend, IN","Providence, RI",4432.75,98,52.98
2022-01-07,"York, PA","New Orleans, LA",3007.35,140,32.92
2020-02-29,"St. Paul, MN","Worcester, MA",1553.57,696,15.71
2022-02-05,"Antioch, CA","Portland, OR",4287.44,788,64.62
2020-11-02,"South Bend, IN","Columbus, OH",4904.4,980,78.42
2020-12-21,"Arlington, TX","Santa Ana, CA",2345.18,399,23.12
2022-05-22,"St. Petersburg, FL","Huntsville, AL",3203.55,355,30.36
2020-12-19,"Philadelphia, PA","Dayton, OH",3043.16,454,42.55
2020-07-13,"Miami, FL","Baltimore, MD",3146.2,707,38.52
2021-05-28,"Atlanta, GA","Enterprise, NV",3819.08,130,36.74
2020-09-25,"Asheville, NC","Bonita Springs, FL",997.4,459,9.22
2023-01-12,"Santa Rosa, CA","Enterprise, NV",364.68,133,3.27
2020-09-25,"Fresno, CA","Virginia Beach, VA",131.2,77,1.68
2020-10-26,"Palm Bay, FL","Columbus, GA",1652.86,390,16.51
2020-07-18,"Peoria, IL","Akron, OH",1394.35,142,12.08
2021-12-10,"Huntsville, AL","Manhattan, NY",304.91,678,2.59
2023-01-28,"Gulfport, MS","Fayetteville, NC",980.99,305,11.62
2022-01-19,"Ogden, UT","Flint, MI",2554.58,958,38.86
2020-10-29,"Detroit, MI","Bakersfield, CA",2819.13,503,29.11
2023-06-25,"McAllen, TX","Springfield, MA",3748.91,196,60.01
2022-11-20,"Richmond, VA","Eugene, OR",1696.26,604,20.79
2020-01-19,"Enterprise, NV","Richmond, VA",2708.35,600,34.02
2022-10-09,"Houston, TX","Springfield, MO",3379.16,288,30.9
2020-04-26,"Henderson, NV","Bronx, NY",4993.28,889,66.25
2023-05-29,"Bremerton, WA","Green Bay, WI",4779.43,774,44.98
2021-02-10,"Peoria, IL","South Bend, IN",2369.11,152,20.63
2022-12-20,"Antioch, CA","Bakersfield, CA",3061.14,650,37.49
2021-09-10,"Winter Haven, FL","Fayetteville, AR",1853.62,73,15.7
2021-10-31,"Springfield, MO","Chicago, IL",2121.23,125,19.07
2023-03-05,"Fort Collins, CO","Stockton, CA",2233.41,319,29.76
2021-04-04,"Arlington, TX","Brooklyn, NY",660.69,53,5.79
2022-08-26,"Asheville, NC","Glendale, AZ",3403.35,58,48.34
2022-09-20,"Tampa, FL","Newark, NJ",3463.9,538,47.85
2021-07-13,"Fort Collins, CO","Youngstown, OH",3567.01,972,39.25
2021-04-18,"San Antonio, TX","Charlotte, NC",2688.2,669,44.02
2020-12-13,"Allentown, PA","Louisville, KY",4437.47,803,49.34
2021-10-29,"Seattle, WA","Santa Ana, CA",2599.3,430,41.56
2023-08-23,"Wichita, KS","Rockford, IL",4755.54,773,39.69
2021-08-20,"Poughkeepsie, NY","Irvine, CA",2056.85,710,25.19
2023-05-15,"Syracuse, NY","Asheville, NC",801.22,987,9.01
2022-03-02,"Corpus Christi, TX","Chattanooga, TN",3174.6,659,49.59
2023-03-10,"Chandler, AZ","Green Bay, WI",418.98,254,4.58
2023-01-11,"Asheville, NC","New Haven, CT",2353.08,330,19.63
2020-05-29,"Cincinnati, OH","Asheville, NC",3845.71,771,51.33
2021-03-16,"Springfield, MO","Palm Bay, FL",4555.44,151,56.58
2021-02-01,"Tucson, AZ","Lancaster, PA",742.06,569,8.26
2023-06-29,"Richmond, VA","Lincoln, NE",3395.63,441,37.2
2022-09-09,"Long Beach, CA","Pensacola, FL",1220.29,697,10.94
2021-06-15,"Killeen, TX","Los Angeles, CA",1242.01,380,13.76
2021-01-13,"Palm Bay, FL","Louisville, KY",369.6,545,3.75
2023-01-11,"Santa Ana, CA","Chattanooga, TN",3179.79,588,36.99
2020-05-20,"Reno, NV","Provo, UT",1951.68,875,22.27
