date,from_city,to_city,distance_km,load_kg,delivery_time_hr
2021-09-18,"North Las Vegas, NV","Arlington, TX",4730.88,712,75.3
2020-01-15,"Staten Island, NY","Syracuse, NY",550.09,790,7.88
2023-09-02,"Fresno, CA","Tulsa, OK",2201.76,632,19.38
2023-09-23,"Little Rock, AR","Springfield, MO",3482.06,502,29.12
2022-12-02,"Bremerton, WA","Madison, WI",3321.71,756,45.24
2021-07-23,"Youngstown, OH","Tampa, FL",1905.57,745,19.27
2021-08-21,"Kennewick, WA","Phoenix, AZ",3158.06,917,29.64
2021-06-30,"Buffalo, NY","Antioch, CA",4659.49,986,66.96
2022-10-03,"Hialeah, FL","Phoenix, AZ",1103.45,462,17.04
2020-07-25,"Victorville, CA","Bronx, NY",122.89,629,1.42
2023-10-21,"Deltona, FL","Antioch, CA",4648.95,847,40.54
2022-09-25,"Poughkeepsie, NY","Wilmington, NC",513.73,492,5.19
2022-06-22,"Arlington, TX","Tampa, FL",3808.19,227,63.42
2020-03-18,"Riverside, CA","Worcester, MA",2491.52,883,34.88
2022-08-22,"Columbus, GA","San Diego, CA",3745.86,350,57.04
2024-01-05,"Youngstown, OH","Denver, CO",334.92,407,3.36
2020-01-08,"San Diego, CA","Honolulu, HI",2473.45,773,35.01
2022-10-03,"Las Vegas, NV","Bronx, NY",2398.14,232,24.21
2023-10-14,"San Juan, PR","Arlington, VA",1563.29,991,13.91
2023-06-03,"Dallas, TX","Huntsville, AL",930.03,95,13.74
2022-06-07,"Salem, OR","Reno, NV",4420.13,405,63.58
2021-12-13,"Detroit, MI","Modesto, CA",4392.57,407,44.09
2021-04-13,"Springfield, MO","Lancaster, PA",2356.35,482,39.02
2022-01-03,"Corpus Christi, TX","Greenville, SC",4574.02,417,53.64
2021-09-24,"San Jose, CA","Phoenix, AZ",1733.96,406,18.06
2023-07-27,"Chula Vista, CA","Bridgeport, CT",2405.46,750,27.12
2021-08-09,"Philadelphia, PA","Winter Haven, FL",2582.28,405,34.66
2021-05-23,"San Antonio, TX","Nashville, TN",2399.46,436,33.86
2022-04-26,"Bonita Springs, FL","Kissimmee, FL",1986.11,739,22.01
2022-04-01,"Toledo, OH","Des Moines, IA",3410.28,883,41.39
2020-06-25,"Riverside, CA","Omaha, NE",4643.86,732,40.56
2023-01-28,"Canton, OH","Denver, CO",659.86,879,8.9
2022-02-27,"Spokane, WA","Dayton, OH",3133.37,380,44.19
2021-09-08,"Trenton, NJ","San Juan, PR",4227.17,627,55.52
2020-03-02,"Poughkeepsie, NY","Louisville, KY",4819.17,344,54.11
2022-03-05,"Harrisburg, PA","Palm Bay, FL",4438.81,406,53.82
2022-09-03,"Savannah, GA","Youngstown, OH",2958.53,915,28.85
2020-12-02,"Jacksonville, FL","Jersey City, NJ",1140.56,557,9.78
2021-11-25,"McAllen, TX","Reno, NV",427.56,61,6.75
2023-12-20,"San Jose, CA","Cape Coral, FL",203.92,421,2.08
2023-12-12,"Port St. Lucie, FL","Columbus, OH",4146.92,133,46.44
2023-07-24,"Provo, UT","Deltona, FL",298.72,301,2.62
2024-01-13,"San Jose, CA","Henderson, NV",1397.88,50,17.44
2022-08-03,"Wilmington, NC","Brownsville, TX",4160.21,247,53.47
2023-03-28,"Youngstown, OH","Brownsville, TX",1178.36,237,17.6
2020-02-03,"Phoenix, AZ","Columbus, GA",4706.43,622,62.6
2021-09-05,"Minneapolis, MN","Harrisburg, PA",1528.81,328,20.21
2023-09-30,"Youngstown, OH","Flint, MI",2503.51,398,31.76
2020-02-02,"Lansing, MI","Dayton, OH",2145.34,548,24.24
2021-12-29,"Plano, TX","Chandler, AZ",1907.5,143,20.25
2021-07-30,"Fargo, ND","Pensacola, FL",3214.9,932,35.14
2022-11-15,"Wichita, KS","San Antonio, TX",479.69,505,7.04
2020-10-01,"Plano, TX","Honolulu, HI",657.76,789,9.97
2020-06-06,"Springfield, MA","Manhattan, NY",4410.92,869,54.97
2021-06-23,"Poughkeepsie, NY","Stockton, CA",2356.74,347,31.06
2022-01-05,"New Orleans, LA","New York, NY",3096.65,259,38.96
2020-07-10,"Harrisburg, PA","Santa Clarita, CA",1281.13,437,14.11
2022-11-26,"Trenton, NJ","Provo, UT",1153.31,387,17.64
2020-01-07,"Baton Rouge, LA","Knoxville, TN",1392.6,843,14.78
2021-10-03,"Fremont, CA","Santa Clarita, CA",247.07,911,2.18
2023-12-08,"Honolulu, HI","Nashville, TN",3050.65,51,34.54
2021-01-30,"Columbus, GA","Lafayette, LA",1868.63,914,27.24
2022-10-15,"Indianapolis, IN","Riverside, CA",4977.3,944,74.99
2021-01-05,"Youngstown, OH","Cincinnati, OH",1626.44,290,25.83
2022-02-06,"Fresno, CA","Sacramento, CA",1148.66,770,17.0
2021-03-27,"Omaha, NE","Deltona, FL",1621.76,181,16.46
2023-07-26,"Brooklyn, NY","San Antonio, TX",2816.03,572,30.48
2020-01-24,"Davenport, IA","Fort Worth, TX",609.26,403,5.18
2023-07-31,"Round Lake Beach, IL","Knoxville, TN",2307.0,286,20.51
2023-02-22,"Fort Collins, CO","Huntsville, AL",4974.5,344,46.74
2022-02-04,"Fort Worth, TX","Irving, TX",680.55,641,6.39
2021-02-04,"Pensacola, FL","St. Petersburg, FL",1238.09,894,14.77
2023-01-26,"Winter Haven, FL","Nashville, TN",2414.36,204,28.05
2023-02-17,"Albany, NY","Lubbock, TX",2957.01,522,29.11
2023-10-06,"Dayton, OH","Santa Ana, CA",2792.41,820,39.4
2021-04-13,"Fresno, CA","Syracuse, NY",2073.56,889,31.95
2022-03-11,"Lubbock, TX","Ogden, UT",576.15,828,6.74
2023-08-07,"Chesapeake, VA","Pensacola, FL",4712.25,232,45.02
2022-09-01,"Gulfport, MS","Akron, OH",1606.63,367,21.74
2022-10-06,"Provo, UT","Winston-Salem, NC",1851.53,380,19.73
2020-02-19,"Cincinnati, OH","Modesto, CA",2883.92,551,47.05
2021-02-22,"Chattanooga, TN","Grand Rapids, MI",4272.87,437,41.08
2020-08-01,"Akron, OH","Allentown, PA",2786.23,726,39.81
2022-03-07,"Los Angeles, CA","Mission Viejo, CA",568.92,677,9.12
2022-05-16,"Honolulu, HI","Tulsa, OK",1088.54,877,9.79
2023-10-09,"Glendale, AZ","Aguadilla, PR",4740.13,556,42.64
2022-09-10,"Charleston, SC","Rockford, IL",4897.01,927,67.63
2021-08-07,"Denver, CO","Flint, MI",1610.97,532,19.71
2023-03-03,"Rockford, IL","Santa Rosa, CA",3957.42,917,65.23
2021-07-01,"Brownsville, TX","San Jose, CA",3371.99,508,48.71
2022-09-23,"Baltimore, MD","Bakersfield, CA",3612.83,280,60.15
2022-03-11,"Flint, MI","Nashua, NH",335.58,73,3.17
2020-09-16,"Brownsville, TX","Arlington, VA",1256.36,623,16.15
2020-03-30,"Kansas City, MO","Virginia Beach, VA",1751.46,867,16.24
2022-10-31,"Montgomery, AL","Appleton, WI",3724.35,72,36.64
2020-07-03,"Myrtle Beach, SC","Concord, CA",4517.27,141,70.88
2022-07-31,"Nashville, TN","Scranton, PA",2603.5,113,36.56
2023-02-03,"Dayton, OH","Gilbert, AZ",1154.3,825,13.73
2020-09-25,"Santa Ana, CA","Nashville, TN",3510.24,647,37.39
2021-12-19,"Chattanooga, TN","Allentown, PA",217.17,776,2.62
2023-05-03,"Chattanooga, TN","Rock Hill, SC",4943.27,899,61.59
2022-03-24,"Winter Haven, FL","Enterprise, NV",2341.34,91,26.9
2023-03-30,"Dallas, TX","Plano, TX",145.13,445,2.41
2023-10-19,"Charleston, SC","Buffalo, NY",707.23,255,7.89
2022-01-23,"Rock Hill, SC","Oklahoma City, OK",3921.1,150,50.66
2023-09-17,"Wilmington, NC","Chesapeake, VA",4076.25,801,37.95
2021-08-27,"Winston-Salem, NC","Austin, TX",311.65,251,3.09
2020-03-25,"Chesapeake, VA","Charleston, SC",2622.62,866,23.57
2021-12-03,"Lancaster, PA","Killeen, TX",4168.93,848,53.47
2023-10-06,"Milwaukee, WI","Green Bay, WI",2365.72,410,27.25
2023-04-29,"Chattanooga, TN","Shreveport, LA",2328.53,366,19.71
2020-04-29,"Palm Bay, FL","Tallahassee, FL",4190.8,60,50.53
2020-01-31,"Davenport, IA","Indianapolis, IN",324.36,225,4.01
2021-06-13,"Chesapeake, VA","Fremont, CA",3824.3,118,49.36
2023-11-18,"Winston-Salem, NC","New Orleans, LA",1621.07,189,16.84
2021-01-13,"Tallahassee, FL","Charlotte, NC",2396.92,425,20.35
2022-11-10,"Huntsville, AL","Mobile, AL",1315.6,485,16.35
2022-05-19,"Madison, WI","Oklahoma City, OK",2899.98,79,24.4
2021-02-20,"Queens, NY","Brownsville, TX",2941.67,50,46.28
2023-10-30,"Lansing, MI","Minneapolis, MN",2612.76,841,29.36
2023-10-10,"Irvine, CA","Baltimore, MD",2026.53,818,32.89
2021-06-07,"Eugene, OR","Lexington, KY",433.4,747,5.86
2023-03-21,"Deltona, FL","Mobile, AL",1844.5,848,17.13
2022-11-21,"Indio, CA","Harrisburg, PA",2796.54,307,27.13
2022-12-13,"Newark, NJ","Buffalo, NY",4541.74,450,59.8
2022-05-24,"Winston-Salem, NC","Virginia Beach, VA",1540.11,910,19.7
2021-12-20,"Concord, CA","Oklahoma City, OK",630.81,986,8.64
2023-03-16,"Boston, MA","Austin, TX",4858.74,890,71.74
2020-04-08,"Santa Ana, CA","Honolulu, HI",531.22,658,6.61
2021-09-09,"Eugene, OR","Indio, CA",1505.43,977,14.24
2021-08-30,"Colorado Springs, CO","Gilbert, AZ",3789.0,329,46.22
2021-10-02,"Spokane, WA","Ogden, UT",4525.77,989,39.1
2023-04-19,"Springfield, MO","Madison, WI",1605.64,261,13.47
2022-08-18,"Austin, TX","Montgomery, AL",4251.08,306,43.35
2021-07-02,"Fayetteville, NC","Denton, TX",667.95,654,8.69
2020-08-08,"Appleton, WI","Lincoln, NE",3228.07,378,30.14
2020-04-05,"Tallahassee, FL","Irvine, CA",3068.99,55,37.07
2021-05-16,"Indianapolis, IN","Bonita Springs, FL",1536.32,254,13.92
2021-12-24,"Brownsville, TX","Indio, CA",4658.42,705,48.67
2020-01-15,"Fargo, ND","Ann Arbor, MI",1065.73,761,12.52
2023-12-14,"Honolulu, HI","Detroit, MI",3488.65,774,50.2
2020-09-02,"Columbus, GA","Madison, WI",3367.91,964,33.1
2021-08-06,"Peoria, IL","Arlington, VA",2135.65,498,19.47
2023-12-12,"Concord, CA","Louisville, KY",3790.2,479,32.17
2020-08-23,"Grand Rapids, MI","Rochester, NY",494.79,823,7.97
2023-04-06,"Bridgeport, CT","Washington, DC",4858.79,612,50.66
2020-10-31,"Dallas, TX","Atlanta, GA",904.1,372,14.07
2023-03-18,"Seattle, WA","San Diego, CA",1257.23,485,10.87
2020-12-16,"San Juan, PR","Flint, MI",671.25,505,5.88
2022-12-07,"Bonita Springs, FL","Tampa, FL",2965.86,252,47.99
2023-12-26,"Chesapeake, VA","Brooklyn, NY",733.53,799,7.89
2022-11-12,"St. Louis, MO","Stockton, CA",2485.44,680,33.49
2021-12-25,"Victorville, CA","Pittsburgh, PA",4978.47,295,60.76
2021-11-06,"Savannah, GA","Corpus Christi, TX",1284.02,376,12.2
2020-04-17,"Tulsa, OK","Aguadilla, PR",414.74,564,5.58
2020-09-19,"Canton, OH","Austin, TX",3416.9,232,51.34
2020-06-01,"Fort Collins, CO","Jersey City, NJ",270.06,475,2.64
2022-11-11,"Los Angeles, CA","Henderson, NV",605.77,70,5.31
2022-05-13,"Irvine, CA","Anchorage, AK",3269.52,207,33.67
2020-10-30,"Worcester, MA","Dallas, TX",4905.61,688,41.59
2023-12-18,"Tulsa, OK","Pensacola, FL",1631.1,382,15.96
2021-06-08,"Aguadilla, PR","Rockford, IL",4914.03,603,77.41
2020-10-29,"Denver, CO","Pittsburgh, PA",1672.41,839,16.28
2021-10-05,"Fayetteville, AR","Long Beach, CA",1622.96,799,17.06
2024-01-19,"Springfield, MA","Milwaukee, WI",1693.19,103,16.07
2021-10-04,"Bremerton, WA","Albuquerque, NM",2936.37,395,39.48
2022-01-06,"New York, NY","Columbus, OH",3528.0,188,55.96
2020-10-21,"Bakersfield, CA","Asheville, NC",2318.22,302,22.12
2023-02-20,"Providence, RI","Phoenix, AZ",2013.71,336,20.18
2021-06-16,"Orlando, FL","Charleston, SC",1082.59,519,11.88
2020-08-23,"Asheville, NC","Bridgeport, CT",2137.48,609,31.45
2022-10-04,"Toledo, OH","Irvine, CA",4433.24,235,68.69
2021-11-15,"Deltona, FL","Little Rock, AR",4950.23,360,50.29
2022-06-15,"Birmingham, AL","Chesapeake, VA",2039.35,922,31.73
2022-07-29,"Riverside, CA","New Haven, CT",1002.74,244,8.53
2022-02-12,"Los Angeles, CA","Chesapeake, VA",2336.25,576,22.19
2023-01-27,"Davenport, IA","Los Angeles, CA",1212.58,289,12.61
2022-05-01,"Raleigh, NC","Ann Arbor, MI",1138.73,152,12.94
2020-11-03,"Washington, DC","Huntsville, AL",4009.0,532,35.86
2022-12-22,"Baltimore, MD","Chula Vista, CA",3940.47,450,46.33
2022-09-17,"Henderson, NV","Laredo, TX",682.49,139,10.24
2021-05-19,"Nashville, TN","Riverside, CA",4602.07,462,44.07
2022-01-29,"Chandler, AZ","Portland, OR",438.49,920,5.21
2023-05-18,"Canton, OH","Greenville, SC",3066.67,254,36.46
2022-08-26,"Bridgeport, CT","Anchorage, AK",2030.65,646,24.05
2020-07-04,"Augusta, GA","Bronx, NY",4649.69,697,45.28
2020-04-28,"Portland, OR","Washington, DC",3196.79,540,42.49
2023-08-27,"Omaha, NE","Des Moines, IA",1818.29,478,23.66
2023-05-04,"Las Vegas, NV","Syracuse, NY",4217.83,597,42.32
2022-11-13,"Kissimmee, FL","Appleton, WI",4489.11,254,39.88
2020-07-27,"Santa Rosa, CA","Denver, CO",3221.92,874,39.07
2020-04-14,"Green Bay, WI","Reno, NV",1398.23,335,18.35
2020-01-13,"San Jose, CA","Glendale, AZ",1087.69,568,10.0
2021-04-14,"Fremont, CA","Dayton, OH",1219.84,825,12.39
2020-01-30,"Provo, UT","Fort Collins, CO",1381.19,880,22.9
2020-11-01,"Davenport, IA","McAllen, TX",2948.81,532,37.22
2020-10-07,"Bonita Springs, FL","Chattanooga, TN",1653.82,993,18.72
2022-08-05,"Indio, CA","St. Petersburg, FL",2301.6,648,28.74
2021-06-10,"Laredo, TX","Honolulu, HI",2440.02,207,21.01
2023-05-07,"Harrisburg, PA","Santa Clarita, CA",2771.73,901,36.41
2021-03-08,"Milwaukee, WI","Aguadilla, PR",555.93,632,9.02
2023-11-30,"Lancaster, PA","Scottsdale, AZ",1381.05,317,12.18
2023-09-19,"Reading, PA","Nashville, TN",2907.38,64,27.49
2021-04-28,"Bridgeport, CT","Kissimmee, FL",1979.49,384,18.4
2022-05-15,"Manhattan, NY","Wichita, KS",494.59,604,5.02
2021-09-30,"Santa Rosa, CA","Springfield, MA",2963.7,208,27.42
2023-03-14,"Colorado Springs, CO","Green Bay, WI",2172.08,461,24.8
2021-04-15,"Montgomery, AL","Hartford, CT",2128.52,905,33.44
2023-11-04,"San Francisco, CA","Cleveland, OH",1683.84,399,27.5
2023-08-07,"Long Beach, CA","Jacksonville, FL",3625.84,972,38.89
2021-12-27,"Garland, TX","Santa Ana, CA",4724.21,506,41.01
2023-03-16,"Appleton, WI","Los Angeles, CA",3910.45,622,45.19
2022-11-11,"Oklahoma City, OK","Fort Worth, TX",569.04,534,5.19
2022-01-08,"Charlotte, NC","Aurora, CO",4461.08,947,40.57
2023-06-30,"New Orleans, LA","Philadelphia, PA",3155.95,789,29.39
2022-10-29,"Lansing, MI","San Diego, CA",4387.63,290,46.0
2023-02-16,"Chicago, IL","Spokane, WA",1762.23,76,17.65
2022-02-10,"Fort Wayne, IN","Hartford, CT",4809.89,545,65.7
2023-06-12,"Concord, CA","Fort Worth, TX",716.81,111,6.94
2020-06-17,"Fresno, CA","Flint, MI",1714.46,904,14.71
2022-07-30,"Akron, OH","Orlando, FL",1778.4,111,21.11
2022-09-08,"Albuquerque, NM","Tulsa, OK",1207.55,716,17.34
2020-12-28,"Cape Coral, FL","Boise, ID",1214.99,390,15.66
2023-09-26,"Huntsville, AL","Salem, OR",2207.34,291,21.68
2020-05-14,"Tucson, AZ","Rochester, NY",4067.95,669,58.74
2020-12-11,"Albany, NY","Concord, NC",1407.68,281,12.18
2023-04-23,"Eugene, OR","Rockford, IL",522.12,433,5.65
2020-03-02,"Milwaukee, WI","Virginia Beach, VA",155.98,685,1.65
2020-12-30,"Anaheim, CA","Seattle, WA",4554.48,423,40.94
2022-10-14,"Round Lake Beach, IL","Scranton, PA",4672.75,833,65.04
2022-03-01,"Raleigh, NC","Indianapolis, IN",598.26,86,7.6
2023-01-24,"Tampa, FL","Jacksonville, FL",1372.93,166,16.24
2022-12-12,"Orlando, FL","Charlotte, NC",445.52,384,4.51
2022-08-12,"Shreveport, LA","Washington, DC",1645.64,324,16.37
2020-04-24,"Bremerton, WA","Salem, OR",4941.28,696,65.77
2022-03-07,"Laredo, TX","Oakland, CA",797.23,910,7.58
2022-07-24,"Newark, NJ","Mesa, AZ",4116.5,961,45.37
2021-12-05,"San Jose, CA","Omaha, NE",1156.63,731,17.99
2023-10-26,"Fort Collins, CO","Reading, PA",4398.11,445,62.51
2021-04-26,"Columbus, GA","Boise, ID",3895.95,773,36.36
2023-06-08,"Fort Collins, CO","Bronx, NY",704.66,646,7.32
2022-09-19,"Fargo, ND","Lansing, MI",604.27,560,6.47
2023-02-23,"Fayetteville, AR","Bonita Springs, FL",3003.65,504,30.21
2021-08-31,"Miami, FL","Kansas City, MO",2436.16,764,24.74
2021-05-06,"Winter Haven, FL","Knoxville, TN",3419.42,744,51.89
2022-05-20,"Chicago, IL","Laredo, TX",3727.1,692,31.8
2020-01-10,"Youngstown, OH","Cleveland, OH",1511.31,705,16.01
2022-07-04,"Augusta, GA","Canton, OH",730.04,945,9.24
2021-07-10,"New Haven, CT","Salt Lake City, UT",4857.16,204,57.73
2024-01-14,"El Paso, TX","Fort Collins, CO",1776.75,429,21.83
2021-04-02,"Washington, DC","Anaheim, CA",3480.93,226,51.86
2020-12-04,"Mobile, AL","Port St. Lucie, FL",3922.0,729,44.28
2023-09-03,"Gilbert, AZ","Charleston, SC",4386.33,890,41.59
2022-02-13,"Buffalo, NY","Fayetteville, AR",3779.22,285,44.04
2021-12-04,"York, PA","Tampa, FL",1754.74,902,19.5
2020-05-31,"Santa Ana, CA","San Francisco, CA",4707.11,434,43.54
2020-12-01,"Antioch, CA","Phoenix, AZ",2247.77,117,32.95
2023-08-30,"Reading, PA","Eugene, OR",1829.94,528,16.65
2022-10-15,"Kissimmee, FL","Los Angeles, CA",1404.41,466,12.52
2023-02-04,"Chicago, IL","Green Bay, WI",4417.35,250,47.32
2023-05-27,"Des Moines, IA","Las Vegas, NV",4631.5,436,53.08
2023-01-23,"Fort Wayne, IN","McAllen, TX",1052.98,758,10.4
2023-06-13,"Davenport, IA","Little Rock, AR",1521.16,394,13.65
2022-04-29,"South Bend, IN","Enterprise, NV",249.72,547,2.85
2022-09-12,"Irving, TX","Lincoln, NE",3621.76,674,36.34
2021-07-03,"Riverside, CA","Salem, OR",4524.3,684,56.3
2023-03-23,"Columbus, GA","Montgomery, AL",2665.61,564,24.83
2021-09-23,"York, PA","Dayton, OH",2413.23,579,25.65
2023-06-15,"Baltimore, MD","Des Moines, IA",4182.04,163,38.58
2023-02-26,"Jacksonville, FL","Portland, OR",4452.12,656,37.85
2023-05-23,"Reading, PA","Cape Coral, FL",803.41,181,10.9
2022-05-08,"Pittsburgh, PA","Glendale, AZ",1702.05,916,18.76
2022-11-11,"Lansing, MI","Anaheim, CA",4992.83,469,61.41
2021-05-16,"Henderson, NV","Akron, OH",1950.41,257,16.35
2021-07-21,"Knoxville, TN","Lansing, MI",2553.64,359,26.07
2020-06-15,"Memphis, TN","Antioch, CA",3911.55,921,43.01
2022-12-09,"Lansing, MI","Lancaster, PA",2795.85,897,30.38
2020-04-09,"Mesa, AZ","Springfield, MO",816.9,892,11.87
2021-11-27,"Syracuse, NY","Washington, DC",651.09,674,6.91
2023-08-29,"Stockton, CA","Los Angeles, CA",3713.54,267,56.98
2023-07-08,"Fayetteville, AR","Des Moines, IA",1633.83,850,17.04
2022-12-28,"Davenport, IA","Louisville, KY",2225.3,958,34.5
2021-01-15,"Knoxville, TN","Winston-Salem, NC",3000.65,324,36.68
2020-05-30,"Manhattan, NY","Santa Ana, CA",3192.83,769,42.89
2023-11-08,"Kennewick, WA","Cincinnati, OH",4655.1,922,60.99
2021-04-01,"Hartford, CT","Springfield, MO",2532.26,867,21.47
2021-09-22,"Pittsburgh, PA","McAllen, TX",3094.45,350,28.99
2020-05-23,"Washington, DC","St. Louis, MO",4651.03,835,40.24
2022-10-17,"San Juan, PR","Buffalo, NY",2468.52,52,32.66
2023-12-15,"Chicago, IL","Minneapolis, MN",4340.5,211,63.44
2021-02-12,"Manhattan, NY","San Diego, CA",4639.58,144,53.75
2020-04-06,"Rock Hill, SC","Worcester, MA",4876.78,160,80.58
2021-01-24,"North Las Vegas, NV","Tucson, AZ",3447.18,237,31.03
2020-07-10,"Kissimmee, FL","Peoria, IL",4647.11,580,42.34
2020-08-09,"Orlando, FL","Rochester, NY",868.97,555,9.16
2021-04-14,"Aguadilla, PR","San Juan, PR",1819.09,706,27.54
2022-11-14,"Dayton, OH","San Juan, PR",3982.61,317,34.81
2023-10-17,"Charleston, SC","Fort Worth, TX",1331.01,882,12.96
2022-09-16,"Virginia Beach, VA","Hartford, CT",4023.92,638,38.44
2022-09-14,"Tampa, FL","Manhattan, NY",3826.52,545,57.91
2023-06-11,"Lincoln, NE","Colorado Springs, CO",3026.59,676,31.79
2023-09-19,"Davenport, IA","Bridgeport, CT",373.75,494,5.19
2024-01-22,"Norfolk, VA","Oakland, CA",4430.08,135,52.99
2021-11-09,"Green Bay, WI","Lexington, KY",346.71,110,4.53
2021-09-10,"Glendale, AZ","Portland, OR",1846.98,147,25.97
2022-04-15,"Orlando, FL","Peoria, IL",1467.66,864,13.94
2023-10-21,"San Francisco, CA","Norfolk, VA",1576.74,614,18.65
2022-07-05,"Davenport, IA","Provo, UT",1923.78,982,25.34
2021-09-20,"Concord, NC","Modesto, CA",714.92,89,6.61
2023-02-18,"Albany, NY","Indianapolis, IN",1433.55,397,13.83
2022-09-29,"Cape Coral, FL","Winter Haven, FL",2074.89,265,23.49
2021-05-25,"Tampa, FL","Cleveland, OH",366.85,715,4.71
2021-01-26,"Eugene, OR","Bakersfield, CA",4521.32,727,74.73
2024-01-25,"Asheville, NC","Providence, RI",274.71,932,4.27
2023-02-21,"San Jose, CA","Huntsville, AL",101.3,768,1.53
2024-01-10,"Fort Worth, TX","Green Bay, WI",848.17,735,12.04
2022-12-23,"Dayton, OH","Hartford, CT",2253.27,145,36.81
2023-04-29,"Scottsdale, AZ","Chattanooga, TN",3865.46,549,42.13
2023-07-09,"Fargo, ND","Las Vegas, NV",2196.64,960,34.24
2020-10-23,"Cape Coral, FL","Fort Collins, CO",687.12,293,5.76
2020-01-05,"Pensacola, FL","Queens, NY",3124.13,819,50.9
2020-03-08,"San Diego, CA","Peoria, IL",4261.57,334,50.36
2020-03-11,"Oklahoma City, OK","Honolulu, HI",3298.6,889,28.18
2024-01-22,"Wichita, KS","Irving, TX",3561.85,437,32.75
2021-06-28,"Flint, MI","Concord, NC",1561.5,117,13.6
2022-10-23,"Youngstown, OH","Myrtle Beach, SC",4053.42,532,55.33
2024-01-06,"Madison, WI","Kennewick, WA",944.09,709,9.82
2023-08-21,"Miami, FL","Savannah, GA",2785.07,112,27.53
2022-04-08,"Davenport, IA","Santa Rosa, CA",1937.61,687,23.74
2023-09-18,"Allentown, PA","Hialeah, FL",1516.04,861,13.34
2023-12-25,"Honolulu, HI","Detroit, MI",4532.87,198,42.93
2021-05-20,"Philadelphia, PA","Des Moines, IA",1188.81,87,16.29
2021-11-13,"Arlington, TX","Chandler, AZ",3929.91,481,49.99
2023-01-20,"Orlando, FL","Sacramento, CA",1902.41,370,25.09
2020-01-18,"Salt Lake City, UT","St. Louis, MO",2494.16,518,25.11
2023-05-07,"Santa Rosa, CA","Denver, CO",933.62,993,14.55
2021-09-21,"Lincoln, NE","Knoxville, TN",4687.98,470,54.54
2022-12-01,"Kissimmee, FL","Mesa, AZ",1265.23,626,12.74
2022-11-29,"Tampa, FL","St. Petersburg, FL",4287.74,982,44.08
2021-11-05,"Ann Arbor, MI","Brooklyn, NY",2222.95,252,35.63
2020-07-10,"Port St. Lucie, FL","Tampa, FL",4178.84,95,58.89
2020-12-16,"Brooklyn, NY","Minneapolis, MN",4753.97,458,48.01
2021-08-05,"Mission Viejo, CA","Green Bay, WI",3669.52,901,32.84
2022-03-25,"Appleton, WI","Aguadilla, PR",3659.24,485,34.41
2023-08-13,"Mobile, AL","Fargo, ND",4215.4,904,65.96
2023-03-20,"Detroit, MI","Laredo, TX",2413.57,880,22.72
2021-04-16,"Los Angeles, CA","St. Paul, MN",1524.72,334,14.88
2023-08-19,"Peoria, IL","Cape Coral, FL",3947.87,750,51.18
2022-02-19,"Reading, PA","Memphis, TN",1328.22,458,18.8
2022-04-02,"Detroit, MI","Aguadilla, PR",2539.56,565,29.54
2022-12-20,"Anchorage, AK","Honolulu, HI",2744.33,349,26.8
2021-01-21,"Chandler, AZ","Milwaukee, WI",1479.51,676,18.05
2021-05-15,"Washington, DC","Miami, FL",2480.28,923,21.21
2020-01-14,"Springfield, MA","Round Lake Beach, IL",1526.4,573,12.72
2024-01-19,"Charlotte, NC","Columbus, OH",2722.07,975,22.8
2020-12-07,"Jersey City, NJ","Houston, TX",4750.91,765,63.07
2023-11-01,"Albuquerque, NM","Mission Viejo, CA",3674.1,299,31.29
2022-09-14,"Miami, FL","Virginia Beach, VA",3031.43,892,49.25
2021-12-08,"Fayetteville, NC","Greenville, SC",4646.73,267,39.74
2020-08-28,"Laredo, TX","Trenton, NJ",3077.04,709,47.1
2020-10-01,"Springfield, MA","Detroit, MI",4323.52,579,39.85
2023-06-22,"Lubbock, TX","Greenville, SC",1841.31,71,15.95
2020-06-26,"San Juan, PR","Rochester, NY",1253.47,713,11.73
2021-07-10,"Long Beach, CA","El Paso, TX",3659.59,434,30.68
2020-03-30,"Nashville, TN","Kennewick, WA",1468.4,123,13.0
2023-03-29,"Houston, TX","Kansas City, MO",3214.49,638,29.29
2023-02-02,"Hialeah, FL","Anchorage, AK",1921.35,266,25.84
2020-01-20,"Albany, NY","Tallahassee, FL",1348.45,483,14.08
2020-11-14,"Plano, TX","Kennewick, WA",3965.72,935,42.27
2020-12-12,"Tampa, FL","Laredo, TX",2046.44,613,19.4
2023-12-03,"Denton, TX","Kissimmee, FL",2371.4,451,28.09
2022-11-14,"Phoenix, AZ","Concord, NC",2778.95,965,24.11
2022-11-30,"Memphis, TN","Des Moines, IA",3425.96,493,36.53
2022-06-15,"Chandler, AZ","Aurora, CO",1358.07,413,15.11
2024-01-30,"Bremerton, WA","Rockford, IL",4484.09,315,43.65
2020-03-20,"Chicago, IL","Baltimore, MD",922.19,609,8.61
2022-09-26,"Lincoln, NE","Columbus, GA",2851.62,161,31.8
2020-01-16,"Bronx, NY","Irvine, CA",4433.98,584,69.17
2022-01-11,"Albuquerque, NM","Indianapolis, IN",1131.46,134,15.63
2020-06-24,"Sacramento, CA","Green Bay, WI",1444.36,484,17.78
2021-09-15,"Oxnard, CA","Poughkeepsie, NY",874.81,909,13.64
2021-08-11,"Denver, CO","Norfolk, VA",302.77,895,3.12
2022-07-25,"Chattanooga, TN","Norfolk, VA",4039.89,645,34.18
2020-05-12,"Scottsdale, AZ","Lexington, KY",2638.66,353,39.58
